argo_id,CYCLE_NUMBER,DATE_CREATION,DATE_UPDATE,CONFIG_MISSION_NUMBER,DIRECTION,PRES,TEMP,PSAL,PH_IN_SITU_TOTAL_ADJUSTED,NITRATE_ADJUSTED,CHLA_ADJUSTED,DOXY,BBP700_ADJUSTED,DATA_MODE,LATITUDE,LONGITUDE,PROJECT_NAME,PI_NAME,DATA_CENTRE,PLATFORM_TYPE,FIRMWARE_VERSION
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',22.0,29.448,34.838,,,0.1943,188.266,0.0006882,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',24.0,29.448,34.838,,,0.1978,188.246,0.000677,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',26.0,29.447,34.838,,,0.1885,188.273,0.0006938,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',28.0,29.447,34.838,,,0.1885,188.308,0.0006882,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',30.0,29.448,34.838,,,0.1908,188.303,0.0006854,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',32.0,29.448,34.838,,,0.1931,188.338,0.0006742,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',34.0,29.448,34.838,,,0.1908,188.265,0.000691,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',36.0,29.448,34.838,,,0.1885,188.263,0.0007724,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',38.0,29.449,34.838,,,0.1955,188.312,0.000691,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',40.0,29.45,34.838,,,0.1908,188.313,0.0006966,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',42.0,29.449,34.838,,,0.1885,188.33,0.000677,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',44.0,29.45,34.839,,,0.1873,188.219,0.0006826,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',46.0,29.449,34.839,,,0.1908,188.223,0.0006854,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',48.1,29.45,34.839,,,0.1931,188.18,0.000677,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',50.0,29.451,34.839,,,0.1955,188.159,0.0006713,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',52.0,29.451,34.839,,,0.1838,188.128,0.000691,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',54.0,29.447,34.84,,,0.192,188.004,0.000677,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',56.0,29.445,34.84,,,0.1896,188.036,0.000705,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',58.0,29.447,34.84,,,0.1908,187.866,0.0008258,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',60.0,29.446,34.84,,,0.1908,187.911,0.0007191,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',62.1,29.44,34.841,,,0.1931,187.747,0.0006657,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',64.0,29.44,34.841,,,0.1885,187.744,0.0006854,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',66.0,29.44,34.841,,,0.192,187.714,0.000677,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',68.0,29.437,34.842,,,0.1908,187.676,0.0006629,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',70.0,29.438,34.842,,,0.1943,187.668,0.0006741,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',72.0,29.435,34.842,,,0.1908,187.585,0.0007443,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',74.0,29.433,34.843,,,0.1861,187.526,0.0007528,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',76.0,29.426,34.843,,,0.1908,187.396,0.0006573,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',78.0,29.425,34.843,,,0.1908,187.232,0.0006854,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',80.0,29.405,34.845,,,0.1966,187.008,0.0007163,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',82.0,29.404,34.846,,,0.1943,186.927,0.0006713,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',84.0,29.399,34.846,,,0.2025,186.811,0.0006348,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',86.0,29.388,34.847,,,0.2037,186.654,0.0006433,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',88.0,29.379,34.847,,,0.2083,186.549,0.0006376,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',90.0,29.369,34.848,,,0.2083,186.367,0.000632,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',92.0,29.358,34.848,,,0.2072,186.098,0.0006376,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',94.1,29.319,34.849,,,0.2107,185.744,0.0006236,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',96.0,29.313,34.849,,,0.2189,185.595,0.0007359,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',98.0,29.298,34.849,,,0.2154,185.285,0.0006124,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',100.2,29.251,34.849,,,0.1955,184.567,0.0006124,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',102.1,29.152,34.848,,,0.1931,183.21,0.000604,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',104.1,28.78,34.853,,,0.1686,178.596,0.0006012,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',105.9,28.299,34.866,,,0.1721,172.12,0.0006124,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',107.8,25.385,35.002,,,0.2154,137.121,0.0006457,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',110.0,24.563,35.017,,,0.199,126.325,0.0010246,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',112.0,23.326,35.101,,,0.2247,116.562,0.000631,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',113.9,22.49,35.153,,,,,,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',114.46,22.473,35.1546,,,0.2264,110.916,0.0005928,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',115.48,22.443,35.1575,,,,,,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',116.0,22.428,35.159,,,,,,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',116.45,22.392,35.1534,,,0.2152,106.49,0.0006019,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',117.33,22.32,35.1424,,,,,,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',118.0,22.266,35.134,,,,,,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',118.19,22.184,35.13,,,0.1939,94.68,0.000618,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',120.0,21.408,35.092,,,0.1896,80.593,0.000605,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',121.51,20.61,35.0822,,,,,,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',122.0,20.351,35.079,,,,,,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',122.23,20.228,35.0835,,,0.1791,68.508,0.0005643,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',122.9,19.87,35.0965,,,,,,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',123.82,19.378,35.1144,,,0.1468,64.432,0.0005191,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',123.9,19.335,35.116,,,,,,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',125.08,18.881,35.1323,,,,,,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',126.0,18.527,35.145,,,,,,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',126.58,18.518,35.1459,,,0.1343,65.396,0.0004923,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',128.0,18.496,35.148,,,,,,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',128.28,18.489,35.1483,,,0.1328,65.412,0.0004995,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',130.0,18.443,35.15,,,,,,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',130.02,18.443,35.15,,,0.1288,64.999,0.0004826,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',132.0,18.401,35.148,,,0.1299,63.916,0.0004881,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',134.0,18.175,35.146,,,0.0983,61.508,0.0004515,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',136.0,17.549,35.141,,,0.0936,60.343,0.0004594,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',138.0,17.249,35.139,,,0.0878,59.177,0.0004676,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',140.0,16.996,35.136,,,0.0866,58.472,0.000445,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',142.0,16.853,35.135,,,0.0808,58.064,0.0004477,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',144.0,16.816,35.132,,,0.0784,57.179,0.0004364,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',146.0,16.743,35.127,,,0.0784,55.651,0.0004448,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',148.0,16.522,35.121,,,0.0726,54.244,0.0004474,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',150.0,16.345,35.118,,,0.0667,53.503,0.0004782,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',152.0,16.227,35.115,,,0.0609,53.17,0.0004416,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',154.0,16.083,35.113,,,0.0574,54.11,0.0004583,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',156.0,15.939,35.113,,,0.0597,55.211,0.0005059,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',158.0,15.852,35.113,,,0.0585,55.688,0.0005115,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
7902312,1.0,b'20250913152709',b'20250913152709',1.0,b'A',160.0,15.695,35.112,,,0.0527,56.309,0.0004776,b'A',0.5213,80.17830000000001,"b'GO-BGC, WHOI                                                    '","b'SUSAN WIJFFELS, DAVID NICHOLSON                                 '",b'AO',b'                                ',b'190520          '
