argo_id,CYCLE_NUMBER,DATE_CREATION,DATE_UPDATE,CONFIG_MISSION_NUMBER,DIRECTION,PRES,TEMP,PSAL,DATA_MODE,LATITUDE,LONGITUDE,PROJECT_NAME,PI_NAME,DATA_CENTRE,PLATFORM_TYPE,FIRMWARE_VERSION
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',0.4,29.273,34.785,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',0.4,29.273,34.785,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',0.4,29.273,34.785,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',0.4,29.273,34.785,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',0.4,29.273,34.785,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',0.4,29.273,34.785,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',0.4,29.273,34.785,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',0.4,29.273,34.785,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',0.4,29.273,34.785,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',1.1,29.272,34.78,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',1.1,29.272,34.78,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',1.1,29.272,34.78,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',1.1,29.272,34.78,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',1.1,29.272,34.78,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',1.1,29.272,34.78,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',1.1,29.272,34.78,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',1.1,29.272,34.78,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',1.1,29.272,34.78,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',2.0,29.272,34.782,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',2.0,29.272,34.782,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',2.0,29.272,34.782,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',2.0,29.272,34.782,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',2.0,29.272,34.782,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',2.0,29.272,34.782,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',2.0,29.272,34.782,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',2.0,29.272,34.782,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',2.0,29.272,34.782,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',2.8,29.271,34.78,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',2.8,29.271,34.78,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',2.8,29.271,34.78,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',2.8,29.271,34.78,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',2.8,29.271,34.78,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',2.8,29.271,34.78,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',2.8,29.271,34.78,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',2.8,29.271,34.78,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',2.8,29.271,34.78,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',4.0,29.276,34.782,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',4.0,29.276,34.782,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',4.0,29.276,34.782,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',4.0,29.276,34.782,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',4.0,29.276,34.782,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',4.0,29.276,34.782,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',4.0,29.276,34.782,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',4.0,29.276,34.782,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',4.0,29.276,34.782,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',5.0,29.25,34.796,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
7901131,59.0,b'20250913152642',b'20250913152642',1.0,b'A',5.0,29.25,34.796,b'R',-5.21667,86.46667,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
