argo_id,CYCLE_NUMBER,DATE_CREATION,DATE_UPDATE,CONFIG_MISSION_NUMBER,DIRECTION,PRES,TEMP,PSAL,DOXY,DATA_MODE,LATITUDE,LONGITUDE,PROJECT_NAME,PI_NAME,DATA_CENTRE,PLATFORM_TYPE,FIRMWARE_VERSION
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',15.3,28.693,34.333,,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',24.9,28.695,34.333,181.286,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',24.9,28.695,34.333,181.286,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',25.4,28.695,34.333,,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',25.4,28.695,34.333,,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',34.8,28.696,34.3358,180.363,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',34.8,28.696,34.3358,180.363,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',35.3,28.696,34.336,,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',35.3,28.696,34.336,,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',44.9,28.698,34.337,179.347,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',44.9,28.698,34.337,179.347,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',45.4,28.698,34.337,,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',45.4,28.698,34.337,,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',54.5,28.701,34.3398,177.59,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',54.5,28.701,34.3398,177.59,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',55.0,28.701,34.34,,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',55.0,28.701,34.34,,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',64.6,28.703,34.3419,172.836,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',64.6,28.703,34.3419,172.836,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',65.1,28.703,34.342,,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',65.1,28.703,34.342,,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',75.3,28.499,34.3773,151.013,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',75.3,28.499,34.3773,151.013,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',75.8,28.489,34.379,,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',75.8,28.489,34.379,,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',85.0,25.896,34.7167,99.351,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',85.0,25.896,34.7167,99.351,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',85.5,25.755,34.735,,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',85.5,25.755,34.735,,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',95.1,23.952,34.8548,73.355,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',95.1,23.952,34.8548,73.355,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',95.6,23.858,34.861,,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',95.6,23.858,34.861,,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',105.0,23.052,34.8439,54.434,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',105.0,23.052,34.8439,54.434,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',105.5,23.009,34.843,,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',105.5,23.009,34.843,,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',114.9,21.201,34.824,34.109,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',114.9,21.201,34.824,34.109,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',115.4,21.105,34.823,,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',115.4,21.105,34.823,,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',124.5,19.056,34.8571,23.002,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',124.5,19.056,34.8571,23.002,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',125.0,18.943,34.859,,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',125.0,18.943,34.859,,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',135.1,17.168,34.899,19.746,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',135.1,17.168,34.899,19.746,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',135.6,17.08,34.901,,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',135.6,17.08,34.901,,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',145.0,15.99,34.9504,18.249,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',145.0,15.99,34.9504,18.249,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',145.5,15.932,34.953,,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',145.5,15.932,34.953,,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',154.5,15.149,35.0032,19.215,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902764,207.0,b'20250913152232',b'20250913152232',1.0,b'A',154.5,15.149,35.0032,19.215,b'A',4.38,84.02300000000001,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
