argo_id,CYCLE_NUMBER,DATE_CREATION,DATE_UPDATE,CONFIG_MISSION_NUMBER,DIRECTION,PRES,TEMP,PSAL,DATA_MODE,LATITUDE,LONGITUDE,PROJECT_NAME,PI_NAME,DATA_CENTRE,PLATFORM_TYPE,FIRMWARE_VERSION
2902766,208.0,b'20250913152235',b'20250913152235',1.0,b'A',0.0,29.763,32.609,b'A',16.225,87.626,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902766,208.0,b'20250913152235',b'20250913152235',1.0,b'A',0.0,29.763,32.609,b'A',16.225,87.626,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902766,208.0,b'20250913152235',b'20250913152235',1.0,b'A',0.0,29.763,32.609,b'A',16.225,87.626,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902766,208.0,b'20250913152235',b'20250913152235',1.0,b'A',0.0,29.763,32.609,b'A',16.225,87.626,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902766,208.0,b'20250913152235',b'20250913152235',1.0,b'A',0.6,29.872,32.538,b'A',16.225,87.626,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902766,208.0,b'20250913152235',b'20250913152235',1.0,b'A',0.6,29.872,32.538,b'A',16.225,87.626,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902766,208.0,b'20250913152235',b'20250913152235',1.0,b'A',0.6,29.872,32.538,b'A',16.225,87.626,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902766,208.0,b'20250913152235',b'20250913152235',1.0,b'A',0.6,29.872,32.538,b'A',16.225,87.626,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902766,208.0,b'20250913152235',b'20250913152235',1.0,b'A',2.0,29.876,32.538,b'A',16.225,87.626,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902766,208.0,b'20250913152235',b'20250913152235',1.0,b'A',2.0,29.876,32.538,b'A',16.225,87.626,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902766,208.0,b'20250913152235',b'20250913152235',1.0,b'A',2.0,29.876,32.538,b'A',16.225,87.626,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
2902766,208.0,b'20250913152235',b'20250913152235',1.0,b'A',2.0,29.876,32.538,b'A',16.225,87.626,b'CHINA ARGO EQUIVALENT                                           ',b'FENG ZHOU                                                       ',b'HZ',b'                                ',b'5900A05         '
