argo_id,CYCLE_NUMBER,DATE_CREATION,DATE_UPDATE,CONFIG_MISSION_NUMBER,DIRECTION,PRES,TEMP,PSAL,CHLA_ADJUSTED,DOXY,BBP700_ADJUSTED,DATA_MODE,LATITUDE,LONGITUDE,PROJECT_NAME,PI_NAME,DATA_CENTRE,PLATFORM_TYPE,FIRMWARE_VERSION
3902581,66.0,b'20250913152443',b'20250913152443',1.0,b'A',-0.1,28.24,34.723,,,,b'A',2.1434,87.52409,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.01            '
3902581,66.0,b'20250913152443',b'20250913152443',1.0,b'A',-0.1,28.24,34.723,,,,b'A',2.1434,87.52409,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.01            '
3902581,66.0,b'20250913152443',b'20250913152443',1.0,b'A',-0.068,28.272,34.7087,0.0986,179.266,0.0007417,b'A',2.1434,87.52409,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.01            '
3902581,66.0,b'20250913152443',b'20250913152443',1.0,b'A',-0.068,28.272,34.7087,0.0986,179.266,0.0007417,b'A',2.1434,87.52409,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.01            '
3902581,66.0,b'20250913152443',b'20250913152443',1.0,b'A',0.5,28.833,34.455,,,,b'A',2.1434,87.52409,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.01            '
3902581,66.0,b'20250913152443',b'20250913152443',1.0,b'A',0.5,28.833,34.455,,,,b'A',2.1434,87.52409,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.01            '
3902581,66.0,b'20250913152443',b'20250913152443',1.0,b'A',0.532,28.833,34.455,0.0983,179.283,0.0007825,b'A',2.1434,87.52409,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.01            '
3902581,66.0,b'20250913152443',b'20250913152443',1.0,b'A',0.532,28.833,34.455,0.0983,179.283,0.0007825,b'A',2.1434,87.52409,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.01            '
3902581,66.0,b'20250913152443',b'20250913152443',1.0,b'A',1.532,28.836,34.4541,0.1009,179.278,0.0008172,b'A',2.1434,87.52409,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.01            '
3902581,66.0,b'20250913152443',b'20250913152443',1.0,b'A',1.532,28.836,34.4541,0.1009,179.278,0.0008172,b'A',2.1434,87.52409,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.01            '
3902581,66.0,b'20250913152443',b'20250913152443',1.0,b'A',1.6,28.836,34.454,,,,b'A',2.1434,87.52409,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.01            '
3902581,66.0,b'20250913152443',b'20250913152443',1.0,b'A',1.6,28.836,34.454,,,,b'A',2.1434,87.52409,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.01            '
