argo_id,CYCLE_NUMBER,DATE_CREATION,DATE_UPDATE,CONFIG_MISSION_NUMBER,DIRECTION,PRES,TEMP,PSAL,CHLA_ADJUSTED,DOXY,BBP700_ADJUSTED,DATA_MODE,LATITUDE,LONGITUDE,PROJECT_NAME,PI_NAME,DATA_CENTRE,PLATFORM_TYPE,FIRMWARE_VERSION
2903951,25.0,b'20250913152412',b'20250913152412',1.0,b'A',0.4,29.264,34.835,,,,b'A',-5.23258,85.17703999999999,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.04            '
2903951,25.0,b'20250913152412',b'20250913152412',1.0,b'A',0.4,29.264,34.835,,,,b'A',-5.23258,85.17703999999999,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.04            '
2903951,25.0,b'20250913152412',b'20250913152412',1.0,b'A',0.432,29.264,34.835,0.0266,179.725,0.0007537,b'A',-5.23258,85.17703999999999,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.04            '
2903951,25.0,b'20250913152412',b'20250913152412',1.0,b'A',0.432,29.264,34.835,0.0266,179.725,0.0007537,b'A',-5.23258,85.17703999999999,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.04            '
2903951,25.0,b'20250913152412',b'20250913152412',1.0,b'A',1.5,29.277,34.836,,,,b'A',-5.23258,85.17703999999999,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.04            '
2903951,25.0,b'20250913152412',b'20250913152412',1.0,b'A',1.5,29.277,34.836,,,,b'A',-5.23258,85.17703999999999,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.04            '
2903951,25.0,b'20250913152412',b'20250913152412',1.0,b'A',1.532,29.277,34.8359,0.0292,179.72,0.0007822,b'A',-5.23258,85.17703999999999,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.04            '
2903951,25.0,b'20250913152412',b'20250913152412',1.0,b'A',1.532,29.277,34.8359,0.0292,179.72,0.0007822,b'A',-5.23258,85.17703999999999,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.04            '
2903951,25.0,b'20250913152412',b'20250913152412',1.0,b'A',2.5,29.276,34.832,,,,b'A',-5.23258,85.17703999999999,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.04            '
2903951,25.0,b'20250913152412',b'20250913152412',1.0,b'A',2.5,29.276,34.832,,,,b'A',-5.23258,85.17703999999999,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.04            '
2903951,25.0,b'20250913152412',b'20250913152412',1.0,b'A',2.532,29.277,34.833,0.0288,179.701,0.0007297,b'A',-5.23258,85.17703999999999,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.04            '
2903951,25.0,b'20250913152412',b'20250913152412',1.0,b'A',2.532,29.277,34.833,0.0288,179.701,0.0007297,b'A',-5.23258,85.17703999999999,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.04            '
2903951,25.0,b'20250913152412',b'20250913152412',1.0,b'A',3.5,29.293,34.862,,,,b'A',-5.23258,85.17703999999999,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.04            '
2903951,25.0,b'20250913152412',b'20250913152412',1.0,b'A',3.5,29.293,34.862,,,,b'A',-5.23258,85.17703999999999,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.04            '
2903951,25.0,b'20250913152412',b'20250913152412',1.0,b'A',3.532,29.293,34.8628,0.027,179.614,0.0008062,b'A',-5.23258,85.17703999999999,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.04            '
2903951,25.0,b'20250913152412',b'20250913152412',1.0,b'A',3.532,29.293,34.8628,0.027,179.614,0.0008062,b'A',-5.23258,85.17703999999999,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.04            '
2903951,25.0,b'20250913152412',b'20250913152412',1.0,b'A',4.6,29.306,34.888,,,,b'A',-5.23258,85.17703999999999,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.04            '
2903951,25.0,b'20250913152412',b'20250913152412',1.0,b'A',4.6,29.306,34.888,,,,b'A',-5.23258,85.17703999999999,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.04            '
2903951,25.0,b'20250913152412',b'20250913152412',1.0,b'A',4.632,29.307,34.8893,0.0263,179.519,0.0007274,b'A',-5.23258,85.17703999999999,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.04            '
