argo_id,CYCLE_NUMBER,DATE_CREATION,DATE_UPDATE,CONFIG_MISSION_NUMBER,DIRECTION,PRES,TEMP,PSAL,CHLA_ADJUSTED,DOXY,BBP700_ADJUSTED,DATA_MODE,LATITUDE,LONGITUDE,PROJECT_NAME,PI_NAME,DATA_CENTRE,PLATFORM_TYPE,FIRMWARE_VERSION
7901136,81.0,b'20250913152644',b'20250913152644',1.0,b'A',-0.1,27.452,36.624,,,,b'A',16.07033,69.32651,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.01            '
7901136,81.0,b'20250913152644',b'20250913152644',1.0,b'A',-0.1,27.452,36.624,,,,b'A',16.07033,69.32651,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.01            '
7901136,81.0,b'20250913152644',b'20250913152644',1.0,b'A',-0.068,27.459,36.6205,0.2591,187.372,0.0012126,b'A',16.07033,69.32651,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.01            '
7901136,81.0,b'20250913152644',b'20250913152644',1.0,b'A',-0.068,27.459,36.6205,0.2591,187.372,0.0012126,b'A',16.07033,69.32651,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.01            '
7901136,81.0,b'20250913152644',b'20250913152644',1.0,b'A',0.432,27.568,36.5655,0.2591,188.067,0.0012564,b'A',16.07033,69.32651,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.01            '
7901136,81.0,b'20250913152644',b'20250913152644',1.0,b'A',0.432,27.568,36.5655,0.2591,188.067,0.0012564,b'A',16.07033,69.32651,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.01            '
7901136,81.0,b'20250913152644',b'20250913152644',1.0,b'A',0.5,27.583,36.558,,,,b'A',16.07033,69.32651,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.01            '
7901136,81.0,b'20250913152644',b'20250913152644',1.0,b'A',0.5,27.583,36.558,,,,b'A',16.07033,69.32651,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.01            '
7901136,81.0,b'20250913152644',b'20250913152644',1.0,b'A',1.5,27.587,36.557,,,,b'A',16.07033,69.32651,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.01            '
7901136,81.0,b'20250913152644',b'20250913152644',1.0,b'A',1.5,27.587,36.557,,,,b'A',16.07033,69.32651,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.01            '
7901136,81.0,b'20250913152644',b'20250913152644',1.0,b'A',1.532,27.587,36.557,0.2591,188.348,0.0012194,b'A',16.07033,69.32651,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.01            '
7901136,81.0,b'20250913152644',b'20250913152644',1.0,b'A',1.532,27.587,36.557,0.2591,188.348,0.0012194,b'A',16.07033,69.32651,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.01            '
7901136,81.0,b'20250913152644',b'20250913152644',1.0,b'A',2.4,27.587,36.557,,,,b'A',16.07033,69.32651,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.01            '
7901136,81.0,b'20250913152644',b'20250913152644',1.0,b'A',2.4,27.587,36.557,,,,b'A',16.07033,69.32651,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.01            '
7901136,81.0,b'20250913152644',b'20250913152644',1.0,b'A',2.432,27.587,36.557,0.2591,188.313,0.0012127,b'A',16.07033,69.32651,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.01            '
7901136,81.0,b'20250913152644',b'20250913152644',1.0,b'A',2.432,27.587,36.557,0.2591,188.313,0.0012127,b'A',16.07033,69.32651,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.01            '
7901136,81.0,b'20250913152644',b'20250913152644',1.0,b'A',3.4,27.588,36.557,,,,b'A',16.07033,69.32651,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.01            '
7901136,81.0,b'20250913152644',b'20250913152644',1.0,b'A',3.4,27.588,36.557,,,,b'A',16.07033,69.32651,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.01            '
7901136,81.0,b'20250913152644',b'20250913152644',1.0,b'A',3.432,27.588,36.557,0.2591,188.278,0.0011992,b'A',16.07033,69.32651,b'Indian Argo                                                     ',b'M Ravichandran                                                  ',b'IN',b'PROVOR                          ',b'3.01            '
